Period_dt,Period,Region,Region code,Price,Segment,lag_1,lag_2,lag_4,roll_mean_4,yoy_growth,quarter
2024-04-01,2024 Q2,United Kingdom,K02000001,327235,All dwellings,322220.0,325504.0,326846.0,329102.75,0.0011901629513593193,2
2024-07-01,2024 Q3,United Kingdom,K02000001,343711,All dwellings,327235.0,322220.0,341841.0,329200.0,0.005470379503921485,3
2024-10-01,2024 Q4,United Kingdom,K02000001,337696,All dwellings,343711.0,327235.0,325504.0,329667.5,0.03745576091230829,4
2025-01-01,2025 Q1,United Kingdom,K02000001,352238,All dwellings,337696.0,343711.0,322220.0,332715.5,0.09315995282726086,1
2025-04-01,2025 Q2,United Kingdom,K02000001,315162,All dwellings,352238.0,337696.0,327235.0,340220.0,-0.03689397527770566,2
2025-07-01,2025 Q3,United Kingdom,K02000001,344669,All dwellings,315162.0,352238.0,343711.0,337201.75,0.0027872253142902093,3
2025-10-01,2025 Q4,United Kingdom,K02000001,342102,All dwellings,344669.0,315162.0,337696.0,337441.25,0.01304723775229788,4
2021-01-01,2021 Q1,Wales,W92000004,227117,All dwellings,,,,,,1
2021-04-01,2021 Q2,Wales,W92000004,227234,All dwellings,227117.0,,,,,2
2021-07-01,2021 Q3,Wales,W92000004,216872,All dwellings,227234.0,227117.0,,,,3
2021-10-01,2021 Q4,Wales,W92000004,229080,All dwellings,216872.0,227234.0,,,,4
2022-01-01,2022 Q1,Wales,W92000004,230451,All dwellings,229080.0,216872.0,227117.0,225075.75,0.014679658502005477,1
2022-04-01,2022 Q2,Wales,W92000004,242023,All dwellings,230451.0,229080.0,227234.0,225909.25,0.06508269009039136,2
2022-07-01,2022 Q3,Wales,W92000004,248531,All dwellings,242023.0,230451.0,216872.0,229606.5,0.14598011730421634,3
2022-10-01,2022 Q4,Wales,W92000004,244268,All dwellings,248531.0,242023.0,229080.0,237521.25,0.06629998253885105,4
2023-01-01,2023 Q1,Wales,W92000004,236508,All dwellings,244268.0,248531.0,230451.0,241318.25,0.02628324459429554,1
2023-04-01,2023 Q2,Wales,W92000004,234954,All dwellings,236508.0,244268.0,242023.0,242832.5,-0.029207967837767468,2
2023-07-01,2023 Q3,Wales,W92000004,235209,All dwellings,234954.0,236508.0,248531.0,241065.25,-0.05360297105793643,3
2023-10-01,2023 Q4,Wales,W92000004,235814,All dwellings,235209.0,234954.0,244268.0,237734.75,-0.03460952724057187,4
2024-01-01,2024 Q1,Wales,W92000004,225891,All dwellings,235814.0,235209.0,236508.0,235621.25,-0.04489065908975598,1
2024-04-01,2024 Q2,Wales,W92000004,236955,All dwellings,225891.0,235814.0,234954.0,232967.0,0.008516560688475172,2
2024-07-01,2024 Q3,Wales,W92000004,243192,All dwellings,236955.0,225891.0,235209.0,233467.25,0.03394002780505856,3
2024-10-01,2024 Q4,Wales,W92000004,242873,All dwellings,243192.0,236955.0,235814.0,235463.0,0.029934609480353203,4
2025-01-01,2025 Q1,Wales,W92000004,243289,All dwellings,242873.0,243192.0,225891.0,237227.75,0.07701944743261135,1
2025-04-01,2025 Q2,Wales,W92000004,245554,All dwellings,243289.0,242873.0,236955.0,241577.25,0.036289590850583364,2
2025-07-01,2025 Q3,Wales,W92000004,250885,All dwellings,245554.0,243289.0,243192.0,243727.0,0.031633441889535874,3
2025-10-01,2025 Q4,Wales,W92000004,253742,All dwellings,250885.0,245554.0,242873.0,245650.25,0.04475178385411316,4
2021-01-01,2021 Q1,West Midlands,E12000005,284719,All dwellings,,,,,,1
2021-04-01,2021 Q2,West Midlands,E12000005,277484,All dwellings,284719.0,,,,,2
2021-07-01,2021 Q3,West Midlands,E12000005,245020,All dwellings,277484.0,284719.0,,,,3
2021-10-01,2021 Q4,West Midlands,E12000005,257263,All dwellings,245020.0,277484.0,,,,4
2022-01-01,2022 Q1,West Midlands,E12000005,264200,All dwellings,257263.0,245020.0,284719.0,266121.5,-0.07206754730102316,1
2022-04-01,2022 Q2,West Midlands,E12000005,273219,All dwellings,264200.0,257263.0,277484.0,260991.75,-0.015370255582303871,2
2022-07-01,2022 Q3,West Midlands,E12000005,286347,All dwellings,273219.0,264200.0,245020.0,259925.5,0.16866786384784915,3
2022-10-01,2022 Q4,West Midlands,E12000005,285160,All dwellings,286347.0,273219.0,257263.0,270257.25,0.10843766884472306,4
2023-01-01,2023 Q1,West Midlands,E12000005,271599,All dwellings,285160.0,286347.0,264200.0,277231.5,0.02800529901589699,1
2023-04-01,2023 Q2,West Midlands,E12000005,278026,All dwellings,271599.0,285160.0,273219.0,279081.25,0.017593944784220827,2
2023-07-01,2023 Q3,West Midlands,E12000005,280624,All dwellings,278026.0,271599.0,286347.0,280283.0,-0.019986240470478145,3
2023-10-01,2023 Q4,West Midlands,E12000005,274699,All dwellings,280624.0,278026.0,285160.0,278852.25,-0.036684668256417474,4
2024-01-01,2024 Q1,West Midlands,E12000005,267747,All dwellings,274699.0,280624.0,271599.0,276237.0,-0.014182673721184536,1
2024-04-01,2024 Q2,West Midlands,E12000005,278010,All dwellings,267747.0,274699.0,278026.0,275274.0,-5.754857459372431e-05,2
2024-07-01,2024 Q3,West Midlands,E12000005,284833,All dwellings,278010.0,267747.0,280624.0,275270.0,0.014998717144649065,3
2024-10-01,2024 Q4,West Midlands,E12000005,289038,All dwellings,284833.0,278010.0,274699.0,276322.25,0.05219895230779881,4
2025-01-01,2025 Q1,West Midlands,E12000005,295214,All dwellings,289038.0,284833.0,267747.0,279907.0,0.10258564988589969,1
2025-04-01,2025 Q2,West Midlands,E12000005,276070,All dwellings,295214.0,289038.0,278010.0,286773.75,-0.006978166253012508,2
2025-07-01,2025 Q3,West Midlands,E12000005,290925,All dwellings,276070.0,295214.0,284833.0,286288.75,0.02138797119715763,3
2025-10-01,2025 Q4,West Midlands,E12000005,299351,All dwellings,290925.0,276070.0,289038.0,287811.75,0.035680429562894744,4
2021-01-01,2021 Q1,Yorkshire and the Humber,E12000003,244421,All dwellings,,,,,,1
2021-04-01,2021 Q2,Yorkshire and the Humber,E12000003,239878,All dwellings,244421.0,,,,,2
2021-07-01,2021 Q3,Yorkshire and the Humber,E12000003,211666,All dwellings,239878.0,244421.0,,,,3
2021-10-01,2021 Q4,Yorkshire and the Humber,E12000003,217506,All dwellings,211666.0,239878.0,,,,4
2022-01-01,2022 Q1,Yorkshire and the Humber,E12000003,227511,All dwellings,217506.0,211666.0,244421.0,228367.75,-0.06918390809300345,1
2022-04-01,2022 Q2,Yorkshire and the Humber,E12000003,232200,All dwellings,227511.0,217506.0,239878.0,224140.25,-0.0320079373681621,2
2022-07-01,2022 Q3,Yorkshire and the Humber,E12000003,244449,All dwellings,232200.0,227511.0,211666.0,222220.75,0.15488080277418192,3
2022-10-01,2022 Q4,Yorkshire and the Humber,E12000003,244235,All dwellings,244449.0,232200.0,217506.0,230416.5,0.12288856399363701,4
2023-01-01,2023 Q1,Yorkshire and the Humber,E12000003,227970,All dwellings,244235.0,244449.0,227511.0,237098.75,0.0020174848688634395,1
2023-04-01,2023 Q2,Yorkshire and the Humber,E12000003,235067,All dwellings,227970.0,244235.0,232200.0,237213.5,0.012347114556416905,2
2023-07-01,2023 Q3,Yorkshire and the Humber,E12000003,246285,All dwellings,235067.0,227970.0,244449.0,237930.25,0.007510769117484717,3
2023-10-01,2023 Q4,Yorkshire and the Humber,E12000003,238984,All dwellings,246285.0,235067.0,244235.0,238389.25,-0.02149978504309369,4
2024-01-01,2024 Q1,Yorkshire and the Humber,E12000003,227990,All dwellings,238984.0,246285.0,227970.0,237076.5,8.773084177748913e-05,1
2024-04-01,2024 Q2,Yorkshire and the Humber,E12000003,236606,All dwellings,227990.0,238984.0,235067.0,237081.5,0.006547069558891616,2
2024-07-01,2024 Q3,Yorkshire and the Humber,E12000003,248148,All dwellings,236606.0,227990.0,246285.0,237466.25,0.007564407089347691,3
2024-10-01,2024 Q4,Yorkshire and the Humber,E12000003,249164,All dwellings,248148.0,236606.0,238984.0,237932.0,0.0425969939410169,4
2025-01-01,2025 Q1,Yorkshire and the Humber,E12000003,253554,All dwellings,249164.0,248148.0,227990.0,240477.0,0.11212772490021483,1
2025-04-01,2025 Q2,Yorkshire and the Humber,E12000003,234546,All dwellings,253554.0,249164.0,236606.0,246868.0,-0.008706457148170421,2
2025-07-01,2025 Q3,Yorkshire and the Humber,E12000003,248752,All dwellings,234546.0,253554.0,248148.0,246353.0,0.0024340313038992978,3
2025-10-01,2025 Q4,Yorkshire and the Humber,E12000003,257583,All dwellings,248752.0,234546.0,249164.0,246504.0,0.03378899038384353,4
